108.562761	44.297058	0.041444	-0.086748	1.005498
241.016406	44.332352	0.041493	-0.087942	1.004946
363.974219	44.323528	0.040459	-0.087105	1.005761
486.922708	44.364708	0.041901	-0.087255	1.0103
609.877396	44.338234	0.044354	-0.087569	1.009654
725.186875	44.344116	0.041132	-0.087647	1.007586
844.319739	44.376472	0.040634	-0.087949	1.004964
957.53151	44.338234	0.0403	-0.088131	1.00495
1072.765052	44.382355	0.043042	-0.088859	1.006565
1191.874114	44.361763	0.046134	-0.088207	1.00871
1311.083489	44.37941	0.044554	-0.088137	1.009402
1434.266198	44.432354	0.044357	-0.088544	1.006081
1557.451197	44.441177	0.040152	-0.088418	1.003341
1680.609583	44.414707	0.040834	-0.087248	1.00668
1799.933229	44.435295	0.039835	-0.087232	1.007408
1919.25677	44.441177	0.0411	-0.087735	1.005478
2038.607916	44.444118	0.039999	-0.087477	1.006046
2157.844843	44.470589	0.042145	-0.086791	1.005551
2277.196874	44.441177	0.041109	-0.08772	1.008685
2396.545364	44.47353	0.040756	-0.08796	1.006983
2519.739166	44.482353	0.043164	-0.087799	1.012444
2642.905624	44.491177	0.044543	-0.088211	1.010965
2766.11177	44.491177	0.043459	-0.088351	1.007918
2889.292655	44.485294	0.041194	-0.08802	1.000373
3012.570624	44.494118	0.041587	-0.087475	1.005624
3135.775311	44.520588	0.04334	-0.08831	1.010908
3259.015988	44.541176	0.044952	-0.088039	1.007807
3382.24953	44.529411	0.043327	-0.088118	1.005167
3505.490676	44.555882	0.038548	-0.088359	1.004797
3628.706561	44.535294	0.040387	-0.08785	1.009331
3751.92052	44.570587	0.043922	-0.088745	1.011696
3875.11578	44.588234	0.044166	-0.087787	1.008169
3998.325728	44.597061	0.042826	-0.08892	1.005226
4117.732863	44.579411	0.04243	-0.088827	1.004286
4240.936353	44.617645	0.04046	-0.08773	1.006349
4360.294113	44.602943	0.039063	-0.087453	1.006036
4479.686978	44.614708	0.040556	-0.087407	1.00715
4599.052394	44.614708	0.038491	-0.087926	1.004228
4718.387915	44.605881	0.0389	-0.088587	1.006305
4837.64104	44.641174	0.042095	-0.088318	1.002216
4956.987654	44.62941	0.042517	-0.08807	1.005014
5080.161925	44.667648	0.040949	-0.087966	1.005797
5203.343592	44.691177	0.044518	-0.088295	1.009428
5326.559009	44.69706	0.043866	-0.089752	1.008911
5449.789633	44.667648	0.040735	-0.089147	1.005063
5572.967654	44.691177	0.039635	-0.08875	1.003845
5696.124321	44.685295	0.041156	-0.088325	1.008444
5819.309894	44.714706	0.045869	-0.088022	1.008777
5942.628383	44.714706	0.045991	-0.088408	1.008529
6066.750414	44.694118	0.043197	-0.088313	1.001334
6198.917914	44.752941	0.044367	-0.088977	1.009976
6318.879164	44.732353	0.04412	-0.08826	1.007492
6435.277289	44.797058	0.042883	-0.08797	1.010839
6551.665466	44.773529	0.042821	-0.088199	1.010093
6668.070102	44.77647	0.03875	-0.088754	1.005235
6788.235258	44.758823	0.041585	-0.087916	1.004638
6908.479268	44.741177	0.04147	-0.087927	1.007047
7028.740831	44.788235	0.042633	-0.087281	1.007886
7152.87557	44.761765	0.044876	-0.087888	1.010884
7277.069164	44.794117	0.043528	-0.088653	1.008618
7401.207133	44.811764	0.039752	-0.088843	1.004858
7525.326664	44.814705	0.04122	-0.087754	1.008531
7649.419945	44.832352	0.045106	-0.089564	1.008656
7773.549789	44.87059	0.042879	-0.089988	1.002781
7893.768643	44.849998	0.043297	-0.088412	1.003541
8017.716039	44.855881	0.040598	-0.087237	1.005412
8137.75208	44.844116	0.040914	-0.088484	1.007155
8265.506195	44.882355	0.044994	-0.088419	1.008996
8389.421299	44.894119	0.044608	-0.088876	1.003846
8505.625882	44.900002	0.044444	-0.083183	0.999699
8621.796455	44.923531	0.045252	-0.087814	1.008869
8737.948643	44.885292	0.04157	-0.086078	1.008121
8857.879788	44.905884	0.043357	-0.08679	1.009423
8977.94984	44.914707	0.044889	-0.086307	1.011473
9101.847236	44.950001	0.044291	-0.088817	1.008765
9225.851767	44.900002	0.042117	-0.089049	1.00672
9349.764528	44.923531	0.039102	-0.087495	1.006488
9473.673955	44.950001	0.043274	-0.086886	1.009955
9597.593903	44.967648	0.045783	-0.088118	1.006491
9721.502028	44.997059	0.043928	-0.088602	1.001329
9845.44083	44.982353	0.04052	-0.088567	1.007294
9973.232392	44.964706	0.041695	-0.087351	1.006809
10093.25494	44.982353	0.04303	-0.089084	1.008068
10209.45573	45.014706	0.044129	-0.087727	1.009618
10325.61427	44.997059	0.042028	-0.087924	1.010207
10441.71677	45.014706	0.040468	-0.088657	1.001716
10557.89479	45.047058	0.042182	-0.08958	1.002622
